Name Position Velocity in145
id,	name,	x,	y,	velo,
0,	V0,	10.0,	2.0,	2.0
1,	V1,	19.0,	0.0,	3.0
2,	V2,	40.0,	8.0,	2.5
3,	V3,	32.5,	0.0,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	10.0,	10.5,	2.5
6,	V6,	22.0,	8.0,	2.0
7,	V7,	35.0,	10.0,	3.0
8,	V8,	40.0,	11.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	8.0,	18.0,	2.0
11,	V11,	28.0,	18.0,	2.0
12,	V12,	42.0,	26.0,	2.0
13,	V13,	44.0,	26.0,	2.0
14,	V14,	40.0,	23.0,	3.0
15,	V15,	14.0,	32.0,	2.0
16,	V16,	23.0,	37.0,	3.0
17,	V17,	37.5,	35.5,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	40.0,	33.0,	3.0
20,	V20,	23.0,	45.0,	3.0
21,	V21,	30.0,	42.0,	2.0
22,	V22,	34.0,	46.0,	2.0
23,	V23,	42.5,	43.0,	2.5
24,	V24,	42.0,	42.0,	2.0
