Name Position Velocity in130
id,	name,	x,	y,	velo,
0,	V0,	32.0,	4.0,	2.0
1,	V1,	28.0,	0.0,	3.0
2,	V2,	37.5,	8.0,	2.5
3,	V3,	42.5,	8.0,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	25.0,	13.5,	2.5
6,	V6,	36.0,	10.0,	2.0
7,	V7,	30.0,	8.0,	3.0
8,	V8,	46.0,	8.0,	3.0
9,	V9,	45.0,	10.0,	2.5
10,	V10,	30.0,	24.0,	2.0
11,	V11,	40.0,	22.0,	2.0
12,	V12,	46.0,	18.0,	2.0
13,	V13,	38.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	40.0,	32.0,	2.0
16,	V16,	26.0,	31.0,	3.0
17,	V17,	35.0,	33.0,	2.5
18,	V18,	40.0,	35.5,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	39.0,	37.0,	3.0
21,	V21,	44.0,	42.0,	2.0
22,	V22,	38.0,	42.0,	2.0
23,	V23,	32.5,	40.0,	2.5
24,	V24,	46.0,	42.0,	2.0
