Name Position Velocity in68
id,	name,	x,	y,	velo,
0,	V0,	24.0,	2.0,	2.0
1,	V1,	29.0,	4.0,	3.0
2,	V2,	22.5,	0.0,	2.5
3,	V3,	37.5,	2.5,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	47.5,	18.5,	2.5
6,	V6,	48.0,	16.0,	2.0
7,	V7,	42.0,	8.0,	3.0
8,	V8,	43.0,	8.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	18.0,	22.0,	2.0
11,	V11,	12.0,	18.0,	2.0
12,	V12,	20.0,	20.0,	2.0
13,	V13,	30.0,	22.0,	2.0
14,	V14,	46.0,	17.0,	3.0
15,	V15,	26.0,	36.0,	2.0
16,	V16,	40.0,	27.0,	3.0
17,	V17,	47.5,	28.5,	2.5
18,	V18,	40.0,	28.0,	2.5
19,	V19,	49.0,	27.0,	3.0
20,	V20,	40.0,	41.0,	3.0
21,	V21,	10.0,	40.0,	2.0
22,	V22,	20.0,	38.0,	2.0
23,	V23,	37.5,	40.0,	2.5
24,	V24,	48.0,	42.0,	2.0
