Name Position Velocity in61
id,	name,	x,	y,	velo,
0,	V0,	10.0,	2.0,	2.0
1,	V1,	13.0,	0.0,	3.0
2,	V2,	37.5,	3.0,	2.5
3,	V3,	42.5,	0.5,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	32.5,	13.0,	2.5
6,	V6,	36.0,	12.0,	2.0
7,	V7,	26.0,	10.0,	3.0
8,	V8,	49.0,	5.0,	3.0
9,	V9,	40.0,	12.5,	2.5
10,	V10,	6.0,	18.0,	2.0
11,	V11,	40.0,	26.0,	2.0
12,	V12,	36.0,	18.0,	2.0
13,	V13,	40.0,	20.0,	2.0
14,	V14,	40.0,	23.0,	3.0
15,	V15,	12.0,	36.0,	2.0
16,	V16,	28.0,	30.0,	3.0
17,	V17,	32.5,	28.0,	2.5
18,	V18,	47.5,	30.5,	2.5
19,	V19,	43.0,	27.0,	3.0
20,	V20,	26.0,	42.0,	3.0
21,	V21,	38.0,	44.0,	2.0
22,	V22,	40.0,	44.0,	2.0
23,	V23,	40.0,	38.0,	2.5
24,	V24,	46.0,	42.0,	2.0
