Name Position Velocity in147
id,	name,	x,	y,	velo,
0,	V0,	12.0,	0.0,	2.0
1,	V1,	25.0,	0.0,	3.0
2,	V2,	45.0,	8.0,	2.5
3,	V3,	37.5,	0.0,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	12.5,	8.0,	2.5
6,	V6,	26.0,	8.0,	2.0
7,	V7,	41.0,	10.0,	3.0
8,	V8,	46.0,	11.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	12.0,	18.0,	2.0
11,	V11,	32.0,	18.0,	2.0
12,	V12,	46.0,	26.0,	2.0
13,	V13,	48.0,	26.0,	2.0
14,	V14,	46.0,	23.0,	3.0
15,	V15,	18.0,	32.0,	2.0
16,	V16,	29.0,	37.0,	3.0
17,	V17,	40.0,	41.0,	2.5
18,	V18,	35.0,	30.0,	2.5
19,	V19,	46.0,	33.0,	3.0
20,	V20,	29.0,	45.0,	3.0
21,	V21,	34.0,	42.0,	2.0
22,	V22,	38.0,	46.0,	2.0
23,	V23,	47.5,	43.0,	2.5
24,	V24,	46.0,	42.0,	2.0
