Name Position Velocity in73
id,	name,	x,	y,	velo,
0,	V0,	32.0,	6.0,	2.0
1,	V1,	40.0,	3.0,	3.0
2,	V2,	32.5,	0.5,	2.5
3,	V3,	47.5,	3.0,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	7.5,	12.5,	2.5
6,	V6,	16.0,	8.0,	2.0
7,	V7,	26.0,	10.0,	3.0
8,	V8,	36.0,	10.0,	3.0
9,	V9,	45.0,	12.5,	2.5
10,	V10,	26.0,	22.0,	2.0
11,	V11,	20.0,	22.0,	2.0
12,	V12,	28.0,	22.0,	2.0
13,	V13,	40.0,	24.0,	2.0
14,	V14,	49.0,	20.0,	3.0
15,	V15,	36.0,	36.0,	2.0
16,	V16,	13.0,	30.0,	3.0
17,	V17,	30.0,	33.0,	2.5
18,	V18,	32.5,	30.0,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	0.0,	40.0,	3.0
21,	V21,	18.0,	42.0,	2.0
22,	V22,	30.0,	38.0,	2.0
23,	V23,	47.5,	45.5,	2.5
24,	V24,	46.0,	38.0,	2.0
