Name Position Velocity in124
id,	name,	x,	y,	velo,
0,	V0,	22.0,	0.0,	2.0
1,	V1,	10.0,	0.0,	3.0
2,	V2,	25.0,	2.5,	2.5
3,	V3,	30.0,	2.5,	2.5
4,	V4,	42.0,	2.0,	2.0
5,	V5,	12.5,	13.0,	2.5
6,	V6,	26.0,	10.0,	2.0
7,	V7,	49.0,	9.0,	3.0
8,	V8,	33.0,	10.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	20.0,	26.0,	2.0
11,	V11,	30.0,	22.0,	2.0
12,	V12,	34.0,	18.0,	2.0
13,	V13,	48.0,	18.0,	2.0
14,	V14,	49.0,	20.0,	3.0
15,	V15,	30.0,	32.0,	2.0
16,	V16,	13.0,	27.0,	3.0
17,	V17,	22.5,	32.5,	2.5
18,	V18,	47.5,	30.5,	2.5
19,	V19,	49.0,	30.0,	3.0
20,	V20,	26.0,	39.0,	3.0
21,	V21,	34.0,	38.0,	2.0
22,	V22,	28.0,	42.0,	2.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	46.0,	40.0,	2.0
