Name Position Velocity in42
id,name,x,y,velo,
0,V0,40.0,14.0,2.5
1,V1,48.0,6.0,2.0
2,V2,36.0,4.0,3.0
3,V3,49.0,7.0,3.0
4,V4,44.0,0.0,2.0
5,V5,40.0,21.5,2.5
6,V6,48.0,16.0,2.0
7,V7,38.0,10.0,2.0
8,V8,42.5,13.0,2.5
9,V9,44.0,8.0,2.0
10,V10,49.0,24.0,3.0
11,V11,30.0,28.0,3.0
12,V12,20.0,20.0,3.0
13,V13,45.0,22.5,2.5
14,V14,40.0,17.5,2.5
15,V15,26.0,32.0,2.0
16,V16,22.5,30.5,2.5
17,V17,36.0,32.0,2.0
18,V18,33.0,30.0,3.0
19,V19,40.0,30.0,2.5
20,V20,24.0,42.0,2.0
21,V21,44.0,42.0,2.0
22,V22,30.0,40.5,2.5
23,V23,42.5,45.5,2.5
24,V24,44.0,38.0,2.0
