Name Position Velocity in126
id,	name,	x,	y,	velo,
0,	V0,	26.0,	0.0,	2.0
1,	V1,	16.0,	0.0,	3.0
2,	V2,	30.0,	5.5,	2.5
3,	V3,	35.0,	2.5,	2.5
4,	V4,	46.0,	2.0,	2.0
5,	V5,	17.5,	13.0,	2.5
6,	V6,	30.0,	12.0,	2.0
7,	V7,	20.0,	7.0,	3.0
8,	V8,	39.0,	10.0,	3.0
9,	V9,	45.0,	10.0,	2.5
10,	V10,	22.0,	24.0,	2.0
11,	V11,	34.0,	22.0,	2.0
12,	V12,	38.0,	18.0,	2.0
13,	V13,	30.0,	22.0,	2.0
14,	V14,	40.0,	17.0,	3.0
15,	V15,	32.0,	30.0,	2.0
16,	V16,	19.0,	27.0,	3.0
17,	V17,	27.5,	32.5,	2.5
18,	V18,	30.0,	32.5,	2.5
19,	V19,	40.0,	33.0,	3.0
20,	V20,	30.0,	40.0,	3.0
21,	V21,	38.0,	38.0,	2.0
22,	V22,	30.0,	42.0,	2.0
23,	V23,	42.5,	38.0,	2.5
24,	V24,	40.0,	40.0,	2.0
