Name Position Velocity in29
id,name,x,y,velo,
0,V0,12.5,3.0,2.5
1,V1,24.0,2.0,2.0
2,V2,40.0,8.0,3.0
3,V3,39.0,0.0,3.0
4,V4,42.0,0.0,2.0
5,V5,12.5,15.5,2.5
6,V6,26.0,12.0,2.0
7,V7,42.0,20.0,2.0
8,V8,35.0,12.5,2.5
9,V9,42.0,8.0,2.0
10,V10,19.0,15.0,3.0
11,V11,43.0,17.0,3.0
12,V12,23.0,23.0,3.0
13,V13,37.5,20.0,2.5
14,V14,45.0,20.0,2.5
15,V15,1.2246467991473532E-16,32.0,2.0
16,V16,35.0,33.0,2.5
17,V17,44.0,28.0,2.0
18,V18,40.0,31.0,3.0
19,V19,40.0,32.5,2.5
20,V20,2.0,42.0,2.0
21,V21,20.0,42.0,2.0
22,V22,32.5,42.5,2.5
23,V23,32.5,40.0,2.5
24,V24,42.0,40.0,2.0
