Name Position Velocity in146
id,	name,	x,	y,	velo,
0,	V0,	10.0,	0.0,	2.0
1,	V1,	22.0,	0.0,	3.0
2,	V2,	42.5,	8.0,	2.5
3,	V3,	35.0,	0.0,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	10.0,	8.0,	2.5
6,	V6,	24.0,	8.0,	2.0
7,	V7,	38.0,	10.0,	3.0
8,	V8,	43.0,	11.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	10.0,	18.0,	2.0
11,	V11,	30.0,	18.0,	2.0
12,	V12,	44.0,	26.0,	2.0
13,	V13,	46.0,	26.0,	2.0
14,	V14,	43.0,	23.0,	3.0
15,	V15,	16.0,	32.0,	2.0
16,	V16,	26.0,	37.0,	3.0
17,	V17,	40.0,	38.5,	2.5
18,	V18,	32.5,	30.0,	2.5
19,	V19,	43.0,	33.0,	3.0
20,	V20,	26.0,	45.0,	3.0
21,	V21,	32.0,	42.0,	2.0
22,	V22,	36.0,	46.0,	2.0
23,	V23,	45.0,	43.0,	2.5
24,	V24,	44.0,	42.0,	2.0
