Name Position Velocity in48
id,name,x,y,velo,
0,V0,2.5,2.5,2.5
1,V1,18.0,2.0,2.0
2,V2,49.0,2.0,3.0
3,V3,40.0,1.0,3.0
4,V4,44.0,0.0,2.0
5,V5,2.5,7.5,2.5
6,V6,18.0,12.0,2.0
7,V7,20.0,10.0,2.0
8,V8,35.0,12.5,2.5
9,V9,44.0,8.0,2.0
10,V10,10.0,24.0,3.0
11,V11,45.0,25.0,3.0
12,V12,30.0,21.0,3.0
13,V13,40.0,20.0,2.5
14,V14,45.0,20.0,2.5
15,V15,38.0,32.0,2.0
16,V16,37.5,30.5,2.5
17,V17,48.0,32.0,2.0
18,V18,46.0,28.0,3.0
19,V19,42.5,30.0,2.5
20,V20,36.0,42.0,2.0
21,V21,14.0,42.0,2.0
22,V22,40.0,48.5,2.5
23,V23,35.0,42.5,2.5
24,V24,46.0,40.0,2.0
