Name Position Velocity in51
id,	name,	x,	y,	velo,
0,	V0,	44.0,	8.0,	2.0
1,	V1,	40.0,	0.0,	3.0
2,	V2,	47.5,	5.5,	2.5
3,	V3,	40.0,	5.5,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	10.0,	12.5,	2.5
6,	V6,	20.0,	10.0,	2.0
7,	V7,	33.0,	11.0,	3.0
8,	V8,	48.0,	13.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	40.0,	34.0,	2.0
11,	V11,	22.0,	22.0,	2.0
12,	V12,	20.0,	20.0,	2.0
13,	V13,	42.0,	24.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	46.0,	38.0,	2.0
16,	V16,	40.0,	39.0,	3.0
17,	V17,	42.5,	36.0,	2.5
18,	V18,	45.0,	28.0,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	6.0,	40.0,	3.0
21,	V21,	20.0,	40.0,	2.0
22,	V22,	20.0,	42.0,	2.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	40.0,	40.0,	2.0
