Name Position Velocity in62
id,	name,	x,	y,	velo,
0,	V0,	12.0,	2.0,	2.0
1,	V1,	16.0,	0.0,	3.0
2,	V2,	40.0,	3.0,	2.5
3,	V3,	45.0,	0.5,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	35.0,	13.0,	2.5
6,	V6,	38.0,	12.0,	2.0
7,	V7,	29.0,	10.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	42.5,	12.5,	2.5
10,	V10,	8.0,	18.0,	2.0
11,	V11,	42.0,	26.0,	2.0
12,	V12,	38.0,	18.0,	2.0
13,	V13,	40.0,	22.0,	2.0
14,	V14,	43.0,	23.0,	3.0
15,	V15,	14.0,	36.0,	2.0
16,	V16,	30.0,	32.0,	3.0
17,	V17,	35.0,	28.0,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	29.0,	42.0,	3.0
21,	V21,	40.0,	46.0,	2.0
22,	V22,	40.0,	42.0,	2.0
23,	V23,	42.5,	38.0,	2.5
24,	V24,	48.0,	42.0,	2.0
