Name Position Velocity in71
id,	name,	x,	y,	velo,
0,	V0,	30.0,	4.0,	2.0
1,	V1,	38.0,	4.0,	3.0
2,	V2,	30.0,	3.0,	2.5
3,	V3,	42.5,	3.0,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	2.5,	12.5,	2.5
6,	V6,	12.0,	8.0,	2.0
7,	V7,	20.0,	10.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	40.0,	12.5,	2.5
10,	V10,	22.0,	22.0,	2.0
11,	V11,	18.0,	18.0,	2.0
12,	V12,	24.0,	22.0,	2.0
13,	V13,	36.0,	22.0,	2.0
14,	V14,	43.0,	20.0,	3.0
15,	V15,	32.0,	36.0,	2.0
16,	V16,	49.0,	27.0,	3.0
17,	V17,	25.0,	30.0,	2.5
18,	V18,	47.5,	28.0,	2.5
19,	V19,	46.0,	30.0,	3.0
20,	V20,	46.0,	38.0,	3.0
21,	V21,	14.0,	42.0,	2.0
22,	V22,	26.0,	38.0,	2.0
23,	V23,	42.5,	45.5,	2.5
24,	V24,	42.0,	38.0,	2.0
