Name Position Velocity in38
id,name,x,y,velo,
0,V0,32.5,8.5,2.5
1,V1,40.0,6.0,2.0
2,V2,29.0,0.0,3.0
3,V3,40.0,4.0,3.0
4,V4,48.0,0.0,2.0
5,V5,32.5,16.0,2.5
6,V6,40.0,16.0,2.0
7,V7,30.0,10.0,2.0
8,V8,35.0,7.5,2.5
9,V9,48.0,12.0,2.0
10,V10,40.0,21.0,3.0
11,V11,20.0,27.0,3.0
12,V12,40.0,25.0,3.0
13,V13,35.0,22.5,2.5
14,V14,42.5,17.5,2.5
15,V15,18.0,32.0,2.0
16,V16,15.0,30.0,2.5
17,V17,30.0,34.0,2.0
18,V18,42.0,27.0,3.0
19,V19,40.0,32.5,2.5
20,V20,18.0,42.0,2.0
21,V21,38.0,42.0,2.0
22,V22,20.0,37.5,2.5
23,V23,35.0,40.0,2.5
24,V24,48.0,38.0,2.0
