Name Position Velocity in94
id,	name,	x,	y,	velo,
0,	V0,	20.0,	2.0,	2.0
1,	V1,	43.0,	3.0,	3.0
2,	V2,	47.5,	0.5,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	1.5308084989341916E-16,	12.5,	2.5
6,	V6,	10.0,	12.0,	2.0
7,	V7,	49.0,	9.0,	3.0
8,	V8,	45.0,	13.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	16.0,	20.0,	2.0
11,	V11,	20.0,	22.0,	2.0
12,	V12,	36.0,	22.0,	2.0
13,	V13,	34.0,	22.0,	2.0
14,	V14,	46.0,	20.0,	3.0
15,	V15,	22.0,	34.0,	2.0
16,	V16,	23.0,	31.0,	3.0
17,	V17,	47.5,	35.5,	2.5
18,	V18,	40.0,	27.5,	2.5
19,	V19,	43.0,	27.0,	3.0
20,	V20,	9.0,	37.0,	3.0
21,	V21,	22.0,	40.0,	2.0
22,	V22,	38.0,	42.0,	2.0
23,	V23,	32.5,	42.5,	2.5
24,	V24,	44.0,	40.0,	2.0
