Name Position Velocity in67
id,	name,	x,	y,	velo,
0,	V0,	22.0,	2.0,	2.0
1,	V1,	26.0,	4.0,	3.0
2,	V2,	20.0,	0.0,	2.5
3,	V3,	35.0,	2.5,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	45.0,	18.5,	2.5
6,	V6,	46.0,	16.0,	2.0
7,	V7,	39.0,	8.0,	3.0
8,	V8,	40.0,	8.0,	3.0
9,	V9,	42.5,	7.5,	2.5
10,	V10,	16.0,	22.0,	2.0
11,	V11,	10.0,	18.0,	2.0
12,	V12,	48.0,	18.0,	2.0
13,	V13,	30.0,	20.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	24.0,	36.0,	2.0
16,	V16,	40.0,	30.0,	3.0
17,	V17,	45.0,	28.5,	2.5
18,	V18,	40.0,	30.5,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	39.0,	40.0,	3.0
21,	V21,	48.0,	48.0,	2.0
22,	V22,	20.0,	40.0,	2.0
23,	V23,	35.0,	40.0,	2.5
24,	V24,	46.0,	42.0,	2.0
