Name Position Velocity in25
id,name,x,y,velo,
0,V0,5.0,2.5,2.5
1,V1,16.0,2.0,2.0
2,V2,30.0,7.0,3.0
3,V3,30.0,0.0,3.0
4,V4,44.0,0.0,2.0
5,V5,5.0,10.0,2.5
6,V6,18.0,12.0,2.0
7,V7,36.0,16.0,2.0
8,V8,47.5,10.0,2.5
9,V9,46.0,12.0,2.0
10,V10,10.0,18.0,3.0
11,V11,31.0,17.0,3.0
12,V12,46.0,31.0,3.0
13,V13,47.5,20.0,2.5
14,V14,45.0,22.5,2.5
15,V15,44.0,38.0,2.0
16,V16,27.5,32.5,2.5
17,V17,38.0,28.0,2.0
18,V18,33.0,27.0,3.0
19,V19,42.5,32.5,2.5
20,V20,46.0,40.0,2.0
21,V21,14.0,38.0,2.0
22,V22,22.5,42.5,2.5
23,V23,42.5,38.0,2.5
24,V24,44.0,38.0,2.0
