Name Position Velocity in120
id,	name,	x,	y,	velo,
0,	V0,	14.0,	0.0,	2.0
1,	V1,	40.0,	6.0,	3.0
2,	V2,	47.5,	0.5,	2.5
3,	V3,	42.5,	3.0,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	5.0,	7.5,	2.5
6,	V6,	20.0,	12.0,	2.0
7,	V7,	40.0,	6.0,	3.0
8,	V8,	42.0,	13.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	12.0,	24.0,	2.0
11,	V11,	24.0,	18.0,	2.0
12,	V12,	26.0,	18.0,	2.0
13,	V13,	40.0,	18.0,	2.0
14,	V14,	49.0,	23.0,	3.0
15,	V15,	22.0,	30.0,	2.0
16,	V16,	46.0,	33.0,	3.0
17,	V17,	45.0,	28.0,	2.5
18,	V18,	40.0,	33.0,	2.5
19,	V19,	49.0,	33.0,	3.0
20,	V20,	19.0,	41.0,	3.0
21,	V21,	28.0,	38.0,	2.0
22,	V22,	20.0,	42.0,	2.0
23,	V23,	30.0,	37.5,	2.5
24,	V24,	48.0,	42.0,	2.0
