Name Position Velocity in142
id,	name,	x,	y,	velo,
0,	V0,	4.0,	0.0,	2.0
1,	V1,	10.0,	0.0,	3.0
2,	V2,	35.0,	2.5,	2.5
3,	V3,	47.5,	0.5,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	2.5,	7.5,	2.5
6,	V6,	16.0,	8.0,	2.0
7,	V7,	26.0,	10.0,	3.0
8,	V8,	36.0,	13.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	2.0,	18.0,	2.0
11,	V11,	22.0,	18.0,	2.0
12,	V12,	38.0,	22.0,	2.0
13,	V13,	40.0,	24.0,	2.0
14,	V14,	46.0,	20.0,	3.0
15,	V15,	10.0,	34.0,	2.0
16,	V16,	19.0,	33.0,	3.0
17,	V17,	30.0,	35.5,	2.5
18,	V18,	42.5,	28.0,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	18.0,	40.0,	3.0
21,	V21,	26.0,	38.0,	2.0
22,	V22,	30.0,	44.0,	2.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	48.0,	40.0,	2.0
