Name Position Velocity in74
id,	name,	x,	y,	velo,
0,	V0,	34.0,	6.0,	2.0
1,	V1,	43.0,	3.0,	3.0
2,	V2,	35.0,	0.5,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	10.0,	12.5,	2.5
6,	V6,	18.0,	8.0,	2.0
7,	V7,	29.0,	10.0,	3.0
8,	V8,	39.0,	10.0,	3.0
9,	V9,	47.5,	12.5,	2.5
10,	V10,	28.0,	22.0,	2.0
11,	V11,	22.0,	22.0,	2.0
12,	V12,	30.0,	24.0,	2.0
13,	V13,	40.0,	26.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	38.0,	36.0,	2.0
16,	V16,	16.0,	30.0,	3.0
17,	V17,	30.0,	30.5,	2.5
18,	V18,	35.0,	30.0,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	3.0,	40.0,	3.0
21,	V21,	20.0,	44.0,	2.0
22,	V22,	32.0,	38.0,	2.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	48.0,	38.0,	2.0
